"","name","followers","popularity","uri","link","genres"
"4708","Maroon 5",27337001,90,"spotify:artist:04gDigrS5kc9YWfZHwBETP","https://api.spotify.com/v1/artists/04gDigrS5kc9YWfZHwBETP","pop,pop rock"
"4709","Christina Aguilera",5510189,82,"spotify:artist:1l7ZsJRRS8wlW3WfJfPfNS","https://api.spotify.com/v1/artists/1l7ZsJRRS8wlW3WfJfPfNS","dance pop,pop,pop rap,post-teen pop"
"4710","Usher",8101799,84,"spotify:artist:23zg3TcAtWQy7J6upgbUnj","https://api.spotify.com/v1/artists/23zg3TcAtWQy7J6upgbUnj","atl hip hop,dance pop,pop,r&b,south carolina hip hop,urban contemporary"
"4711","Taio Cruz",1823905,74,"spotify:artist:6MF9fzBmfXghAz953czmBC","https://api.spotify.com/v1/artists/6MF9fzBmfXghAz953czmBC","dance pop,edm,pop,pop rap"
"4712","Flo Rida",7769256,82,"spotify:artist:0jnsk9HBra6NMjO2oANoPY","https://api.spotify.com/v1/artists/0jnsk9HBra6NMjO2oANoPY","dance pop,miami hip hop,pop,pop rap"
"4713","Pitbull",7965619,86,"spotify:artist:0TnOYISbd1XYRBk9myaseg","https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg","dance pop,latin,miami hip hop,pop,pop rap"
"4714","Chris Brown",12397113,92,"spotify:artist:7bXgB6jMjp9ATFy66eO08Z","https://api.spotify.com/v1/artists/7bXgB6jMjp9ATFy66eO08Z","dance pop,pop,pop rap,r&b,rap"
"4715","Karmin",513701,58,"spotify:artist:4M0DLz8te9Q1lNIXBBwvfG","https://api.spotify.com/v1/artists/4M0DLz8te9Q1lNIXBBwvfG","dance pop,electropop,post-teen pop,viral pop"
"4716","Lloyd",1481620,69,"spotify:artist:1Xfmvd48oOhEWkscWyEbh9","https://api.spotify.com/v1/artists/1Xfmvd48oOhEWkscWyEbh9","dance pop,hip pop,pop,pop r&b,pop rap,r&b,southern hip hop,trap,urban contemporary"
"4717","André 3000",167768,64,"spotify:artist:74V3dE1a51skRkdII8y2C6","https://api.spotify.com/v1/artists/74V3dE1a51skRkdII8y2C6","atl hip hop,dirty south rap,southern hip hop"
"4718","Lil Wayne",9641363,92,"spotify:artist:55Aa2cqylxrFIXC767Z865","https://api.spotify.com/v1/artists/55Aa2cqylxrFIXC767Z865","hip hop,new orleans rap,pop rap,rap,trap"
"4719","Kelly Clarkson",6922392,79,"spotify:artist:3BmGtnKgCSGYIUhmivXKWX","https://api.spotify.com/v1/artists/3BmGtnKgCSGYIUhmivXKWX","dance pop,neo mellow,pop,pop rock,post-teen pop,talent show,viral pop"
"4720","Far East Movement",981082,70,"spotify:artist:698hF4vcwHwPy8ltmXermq","https://api.spotify.com/v1/artists/698hF4vcwHwPy8ltmXermq","asian american hip hop,dance pop,edm,pop,pop rap"
"4721","Justin Bieber",38595075,95,"spotify:artist:1uNFoZAHBGtllmzznpCI3s","https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s","canadian pop,dance pop,pop,post-teen pop"
"4722","Survivor",624743,72,"spotify:artist:26bcq2nyj5GB7uRr558iQg","https://api.spotify.com/v1/artists/26bcq2nyj5GB7uRr558iQg","album rock,hard rock,rock,soft rock"
"4723","Moving Pictures",6393,41,"spotify:artist:089zDeJWWSaHm6JE4V3ser","https://api.spotify.com/v1/artists/089zDeJWWSaHm6JE4V3ser","australian rock"
"4724","Soft Cell",395188,66,"spotify:artist:6aq8T2RcspxVOGgMrTzjWc","https://api.spotify.com/v1/artists/6aq8T2RcspxVOGgMrTzjWc","dance rock,new romantic,new wave,new wave pop,synthpop"
"4725","The J. Geils Band",467481,62,"spotify:artist:69Mj3u4FTUrpyeGNSIaU6F","https://api.spotify.com/v1/artists/69Mj3u4FTUrpyeGNSIaU6F","album rock,blues rock,classic rock,country rock,dance rock,folk rock,hard rock,mellow gold,new wave pop,rock,roots rock,soft rock"
"4726","Bertie Higgins",9800,43,"spotify:artist:4qzZ6bMrjK27yHGVjs4Pvq","https://api.spotify.com/v1/artists/4qzZ6bMrjK27yHGVjs4Pvq","soft rock"
"4727","Toni Basil",10959,47,"spotify:artist:59hMeIYY3k3NoX54rrVGPv","https://api.spotify.com/v1/artists/59hMeIYY3k3NoX54rrVGPv","new wave pop"
"4728","Joan Jett & The Blackhearts",429555,67,"spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K","https://api.spotify.com/v1/artists/1Fmb52lZ6Jv7FMWXXTPO3K","glam punk,rock"
"4729","Lindsey Buckingham",73524,54,"spotify:artist:3Dzj993UEz8Z5ovxuirzFO","https://api.spotify.com/v1/artists/3Dzj993UEz8Z5ovxuirzFO","album rock,mellow gold,soft rock"
"4730","Joey Scarbury",3105,41,"spotify:artist:5V9pNqcN25JXuH88g7lq2o","https://api.spotify.com/v1/artists/5V9pNqcN25JXuH88g7lq2o","soft rock,yacht rock"
"4731","Chicago",2062337,73,"spotify:artist:3iDD7bnsjL9J4fO298r0L0","https://api.spotify.com/v1/artists/3iDD7bnsjL9J4fO298r0L0","adult standards,album rock,classic rock,folk rock,mellow gold,soft rock,yacht rock"
"4732","Charlene",1591,41,"spotify:artist:52o9SO5Qt09Vr9bDCbTbmu","https://api.spotify.com/v1/artists/52o9SO5Qt09Vr9bDCbTbmu",NA
"4733","Dexys Midnight Runners",148782,67,"spotify:artist:4QTVePrFu1xuGM9K0kNXkk","https://api.spotify.com/v1/artists/4QTVePrFu1xuGM9K0kNXkk","bow pop,dance rock,new romantic,new wave,new wave pop"
"4734","Steve Miller Band",1721437,71,"spotify:artist:6QtGlUje9TIkLrgPZrESuk","https://api.spotify.com/v1/artists/6QtGlUje9TIkLrgPZrESuk","album rock,blues rock,classic rock,country rock,folk rock,hard rock,heartland rock,mellow gold,psychedelic rock,rock,roots rock,soft rock"
"4735","Cheap Trick",850758,67,"spotify:artist:1LB8qB5BPb3MHQrfkvifXU","https://api.spotify.com/v1/artists/1LB8qB5BPb3MHQrfkvifXU","album rock,art rock,beatlesque,classic rock,dance rock,glam metal,glam rock,hard rock,heartland rock,mellow gold,new wave pop,pop rock,power pop,rock,soft rock"
"4736","A Flock Of Seagulls",351602,62,"spotify:artist:0uAjBatvB4ubpd4kCfjmNt","https://api.spotify.com/v1/artists/0uAjBatvB4ubpd4kCfjmNt","dance rock,new romantic,new wave,new wave pop,synthpop"
"4737","John Mellencamp",917571,71,"spotify:artist:3lPQ2Fk5JOwGWAF3ORFCqH","https://api.spotify.com/v1/artists/3lPQ2Fk5JOwGWAF3ORFCqH","album rock,classic rock,country rock,folk rock,heartland rock,mellow gold,pop rock,rock,singer-songwriter,soft rock"
"4738","The Go-Go's",410073,57,"spotify:artist:2mG8HHQ9S9kcbjcrb5N1FE","https://api.spotify.com/v1/artists/2mG8HHQ9S9kcbjcrb5N1FE","album rock,candy pop,dance rock,girl group,jangle pop,mellow gold,new romantic,new wave,new wave pop,permanent wave,pop rock,power pop,rock,soft rock,synthpop"
"4739","Split Enz",117816,54,"spotify:artist:0Upmz8QvuLAkKAfRlJYWTL","https://api.spotify.com/v1/artists/0Upmz8QvuLAkKAfRlJYWTL","australian alternative rock,dance rock,kiwi rock,zolo"
"4740","Bananarama",443739,61,"spotify:artist:3sc7iUG1Wwpwx7bHeZolgx","https://api.spotify.com/v1/artists/3sc7iUG1Wwpwx7bHeZolgx","dance pop,dance rock,disco,europop,girl group,hi-nrg,new romantic,new wave,new wave pop,soft rock"
"4741","Paul McCartney",3177067,74,"spotify:artist:4STHEaNw4mPZ2tzheohgXB","https://api.spotify.com/v1/artists/4STHEaNw4mPZ2tzheohgXB","album rock,art rock,beatlesque,classic rock,folk rock,mellow gold,rock,soft rock"
"4742","Foreigner",1747829,73,"spotify:artist:6IRouO5mvvfcyxtPDKMYFN","https://api.spotify.com/v1/artists/6IRouO5mvvfcyxtPDKMYFN","album rock,classic rock,hard rock,mellow gold,rock,soft rock"
"4743","Ray Parker Jr.",42699,61,"spotify:artist:0NyzfcGDZZ6GM25EBG9BYK","https://api.spotify.com/v1/artists/0NyzfcGDZZ6GM25EBG9BYK","disco,funk,post-disco,quiet storm"
"4744","Rod Stewart",2371229,77,"spotify:artist:2y8Jo9CKhJvtfeKOsYzRdT","https://api.spotify.com/v1/artists/2y8Jo9CKhJvtfeKOsYzRdT","adult standards,classic rock,mellow gold,soft rock"
"4745","Men At Work",730614,69,"spotify:artist:0f3EsoviYnRKTkmayI3cux","https://api.spotify.com/v1/artists/0f3EsoviYnRKTkmayI3cux","album rock,australian rock,dance rock,mellow gold,new romantic,new wave,new wave pop,pop rock,rock,soft rock"
"4746","Melissa Manchester",116509,48,"spotify:artist:78udmCDNaDu5jqfVnBqwia","https://api.spotify.com/v1/artists/78udmCDNaDu5jqfVnBqwia","adult standards,bubblegum pop,mellow gold,soft rock,yacht rock"
"4747","Kim Wilde",360993,62,"spotify:artist:73a6pNH4YtLNgDbPQwXveo","https://api.spotify.com/v1/artists/73a6pNH4YtLNgDbPQwXveo","dance rock,europop,new romantic,new wave,new wave pop,soft rock"
"4748","Barry Manilow",851923,67,"spotify:artist:3alW3LYQS8K29z8C8NSLIX","https://api.spotify.com/v1/artists/3alW3LYQS8K29z8C8NSLIX","adult standards,bubblegum pop,disco,lounge,mellow gold,quiet storm,soft rock,yacht rock"
"4749","Trio",24019,43,"spotify:artist:417rMeQ1e1B90lsiS1iMZ1","https://api.spotify.com/v1/artists/417rMeQ1e1B90lsiS1iMZ1","german rock,neue deutsche welle"
"4750","Cliff Richard",200157,62,"spotify:artist:2nvKpWcP8etYTq4JrRiUiy","https://api.spotify.com/v1/artists/2nvKpWcP8etYTq4JrRiUiy","adult standards,brill building pop,bubblegum pop,classic uk pop,mellow gold,rock-and-roll,rockabilly,soft rock"
"4751","Leo Sayer",286719,62,"spotify:artist:04LIHk1SobiQwt2tlupoAV","https://api.spotify.com/v1/artists/04LIHk1SobiQwt2tlupoAV","adult standards,bubblegum pop,classic uk pop,disco,folk,folk rock,mellow gold,soft rock"
"4752","ABC",228979,56,"spotify:artist:2s79xe5F6eUQkjwjww27Fh","https://api.spotify.com/v1/artists/2s79xe5F6eUQkjwjww27Fh","art rock,classic uk pop,dance rock,new romantic,new wave,new wave pop,soft rock,sophisti-pop,synthpop"
"4753","Duran Duran",1693128,72,"spotify:artist:0lZoBs4Pzo7R89JM9lxwoT","https://api.spotify.com/v1/artists/0lZoBs4Pzo7R89JM9lxwoT","dance rock,new romantic,new wave,new wave pop,rock,synthpop"
"4754","Kim Wilde",360993,62,"spotify:artist:73a6pNH4YtLNgDbPQwXveo","https://api.spotify.com/v1/artists/73a6pNH4YtLNgDbPQwXveo","dance rock,europop,new romantic,new wave,new wave pop,soft rock"
"4755","Yazoo",326739,60,"spotify:artist:1G1mX30GpUJqOr1QU2eBSs","https://api.spotify.com/v1/artists/1G1mX30GpUJqOr1QU2eBSs","dance rock,new romantic,new wave,new wave pop,synthpop"
"4756","Cold Chisel",504395,63,"spotify:artist:1VcbchGlIfo3Gylxc3F076","https://api.spotify.com/v1/artists/1VcbchGlIfo3Gylxc3F076","australian pop,australian rock"
"4757","Pete Shelley",10623,37,"spotify:artist:7r2lG8Ui6vGHAgsKlE8Hd8","https://api.spotify.com/v1/artists/7r2lG8Ui6vGHAgsKlE8Hd8","dance rock,new romantic,new wave,synthpop"
"4758","The Human League",678850,65,"spotify:artist:1aX2dmV8XoHYCOQRxjPESG","https://api.spotify.com/v1/artists/1aX2dmV8XoHYCOQRxjPESG","art rock,dance rock,new romantic,new wave,new wave pop,permanent wave,sophisti-pop,synthpop"
"4759","Quarterflash",57612,42,"spotify:artist:3VJakY5Yw5phAOF4Bada5v","https://api.spotify.com/v1/artists/3VJakY5Yw5phAOF4Bada5v","album rock,new wave pop,soft rock"
"4760","Sheena Easton",345682,60,"spotify:artist:5dcOK4stT4JDkP6Dqhbz5s","https://api.spotify.com/v1/artists/5dcOK4stT4JDkP6Dqhbz5s","adult standards,mellow gold,minneapolis sound,new romantic,new wave pop,soft rock"
"4761","Adam Ant",164515,48,"spotify:artist:3QP0XPDwbvGivqDAaJ5f5G","https://api.spotify.com/v1/artists/3QP0XPDwbvGivqDAaJ5f5G","dance rock,new romantic,new wave,new wave pop,permanent wave"
"4762","The Clash",1952053,75,"spotify:artist:3RGLhK1IP9jnYFH4BRFJBS","https://api.spotify.com/v1/artists/3RGLhK1IP9jnYFH4BRFJBS","classic rock,dance rock,permanent wave,punk,rock"
"4763","Shakin' Stevens",83950,56,"spotify:artist:0wi4yTYlGtEnbGo4ltZTib","https://api.spotify.com/v1/artists/0wi4yTYlGtEnbGo4ltZTib","classic uk pop,new wave pop,rock-and-roll,rockabilly"
"4764","Vangelis",361645,64,"spotify:artist:4P70aqttdpJ9vuYFDmf7f6","https://api.spotify.com/v1/artists/4P70aqttdpJ9vuYFDmf7f6","cyberpunk,new age"
"4765","Depeche Mode",3384760,77,"spotify:artist:762310PdDnwsDxAQxzQkfX","https://api.spotify.com/v1/artists/762310PdDnwsDxAQxzQkfX","dance rock,new romantic,new wave,permanent wave,synthpop"
"4766","Dave Stewart",15343,72,"spotify:artist:7gcCQIlkkfbul5Mt0jBQkg","https://api.spotify.com/v1/artists/7gcCQIlkkfbul5Mt0jBQkg","new wave pop,rock keyboard"
"4767","Barbara Gaskin",18,0,"spotify:artist:0xnTfWT7hHDQVI7Dj18kja","https://api.spotify.com/v1/artists/0xnTfWT7hHDQVI7Dj18kja",NA
"4768","Adrian Gurvitz",3753,40,"spotify:artist:1VKSw4zNYbYK2BXbOOXkcd","https://api.spotify.com/v1/artists/1VKSw4zNYbYK2BXbOOXkcd","yacht rock"
"4769","Joe Jackson",235483,59,"spotify:artist:6KOqPxwfNAmZPkiCnDE9yT","https://api.spotify.com/v1/artists/6KOqPxwfNAmZPkiCnDE9yT","album rock,art rock,classic rock,classic uk pop,dance rock,folk rock,mellow gold,new romantic,new wave,new wave pop,permanent wave,power pop,pub rock,rock,soft rock,sophisti-pop"
"4770","Roxy Music",585897,65,"spotify:artist:3fhOTtm0LBJ3Ojn4hIljLo","https://api.spotify.com/v1/artists/3fhOTtm0LBJ3Ojn4hIljLo","album rock,art rock,classic rock,classic uk pop,dance rock,glam rock,melancholia,mellow gold,new romantic,new wave,new wave pop,rock,soft rock,sophisti-pop"
"4771","Frida",18480,43,"spotify:artist:5uOVb4hLSQVbHbVVt27tV1","https://api.spotify.com/v1/artists/5uOVb4hLSQVbHbVVt27tV1","classic swedish pop"
"4772","The Members",11672,32,"spotify:artist:4aUvbQAAA2SLQUH8ib96yn","https://api.spotify.com/v1/artists/4aUvbQAAA2SLQUH8ib96yn","pub rock"
"4773","Jon & Vangelis",107490,51,"spotify:artist:5gS1uXayWA0WJPgcRqNIae","https://api.spotify.com/v1/artists/5gS1uXayWA0WJPgcRqNIae","art rock,new age,progressive rock,soft rock,symphonic rock"
"4774","Michael Jackson",16057649,85,"spotify:artist:3fMbdgg4jU18AjLCKBhRSm","https://api.spotify.com/v1/artists/3fMbdgg4jU18AjLCKBhRSm","pop,r&b,soul"
"4775","Elton John",5974710,85,"spotify:artist:3PhoLpVuITZKcymswpck5b","https://api.spotify.com/v1/artists/3PhoLpVuITZKcymswpck5b","glam rock,mellow gold,piano rock,soft rock"
"4776","Rod Stewart",2371229,77,"spotify:artist:2y8Jo9CKhJvtfeKOsYzRdT","https://api.spotify.com/v1/artists/2y8Jo9CKhJvtfeKOsYzRdT","adult standards,classic rock,mellow gold,soft rock"
"4777","Madness",480358,65,"spotify:artist:4AYkFtEBnNnGuoo8HaHErd","https://api.spotify.com/v1/artists/4AYkFtEBnNnGuoo8HaHErd","dance rock,new romantic,ska,ska revival"
"4778","Goanna",63746,47,"spotify:artist:4kmYEa0DFPDv2Opcpjv5el","https://api.spotify.com/v1/artists/4kmYEa0DFPDv2Opcpjv5el","australian rock"
"4779","Musical Youth",20163,50,"spotify:artist:2CuzDPkRD6BJBvdWqCrt2I","https://api.spotify.com/v1/artists/2CuzDPkRD6BJBvdWqCrt2I","uk reggae"
"4780","ICEHOUSE",213376,57,"spotify:artist:3IUisqn0mluZR0LITs8Sqk","https://api.spotify.com/v1/artists/3IUisqn0mluZR0LITs8Sqk","australian rock,dance rock,mellow gold,new romantic,new wave,new wave pop,sophisti-pop,synthpop"
"4781","Split Enz",117816,54,"spotify:artist:0Upmz8QvuLAkKAfRlJYWTL","https://api.spotify.com/v1/artists/0Upmz8QvuLAkKAfRlJYWTL","australian alternative rock,dance rock,kiwi rock,zolo"
"4782","Duran Duran",1693128,72,"spotify:artist:0lZoBs4Pzo7R89JM9lxwoT","https://api.spotify.com/v1/artists/0lZoBs4Pzo7R89JM9lxwoT","dance rock,new romantic,new wave,new wave pop,rock,synthpop"
"4783","Little River Band",637591,62,"spotify:artist:6clbbhnIqpHnqxwtOWcilg","https://api.spotify.com/v1/artists/6clbbhnIqpHnqxwtOWcilg","album rock,art rock,australian rock,bubblegum pop,classic rock,country rock,folk,folk rock,mellow gold,rock,soft rock,yacht rock"
"4784","Missing Persons",88361,43,"spotify:artist:5CT7RBitS0e0u78T8tRBWQ","https://api.spotify.com/v1/artists/5CT7RBitS0e0u78T8tRBWQ","album rock,dance rock,new romantic,new wave,new wave pop,synthpop"
"4785","Bucks Fizz",32779,45,"spotify:artist:5ZfzzHE7rxONfoksJsLXrX","https://api.spotify.com/v1/artists/5ZfzzHE7rxONfoksJsLXrX","classic uk pop,new romantic,new wave pop"
"4786","Hot Chocolate",167548,62,"spotify:artist:72VzFto8DYvKHocaHYNWSi","https://api.spotify.com/v1/artists/72VzFto8DYvKHocaHYNWSi","classic uk pop,disco,mellow gold,motown,new wave pop,soft rock"
"4787","Swanee",2868,9,"spotify:artist:5IukvMjujEz3crLaC6SW1T","https://api.spotify.com/v1/artists/5IukvMjujEz3crLaC6SW1T",NA
"4788","Men At Work",730614,69,"spotify:artist:0f3EsoviYnRKTkmayI3cux","https://api.spotify.com/v1/artists/0f3EsoviYnRKTkmayI3cux","album rock,australian rock,dance rock,mellow gold,new romantic,new wave,new wave pop,pop rock,rock,soft rock"
"4789","Madness",480358,65,"spotify:artist:4AYkFtEBnNnGuoo8HaHErd","https://api.spotify.com/v1/artists/4AYkFtEBnNnGuoo8HaHErd","dance rock,new romantic,ska,ska revival"
"4790","ABC",228979,56,"spotify:artist:2s79xe5F6eUQkjwjww27Fh","https://api.spotify.com/v1/artists/2s79xe5F6eUQkjwjww27Fh","art rock,classic uk pop,dance rock,new romantic,new wave,new wave pop,soft rock,sophisti-pop,synthpop"
"4791","Yazoo",326739,60,"spotify:artist:1G1mX30GpUJqOr1QU2eBSs","https://api.spotify.com/v1/artists/1G1mX30GpUJqOr1QU2eBSs","dance rock,new romantic,new wave,new wave pop,synthpop"
"4792","The Cars",989776,70,"spotify:artist:6DCIj8jNaNpBz8e5oKFPtp","https://api.spotify.com/v1/artists/6DCIj8jNaNpBz8e5oKFPtp","album rock,art rock,classic rock,dance rock,folk rock,hard rock,mellow gold,new romantic,new wave,new wave pop,permanent wave,pop rock,power pop,rock,soft rock"
"4793","Prince",4757272,77,"spotify:artist:5a2EaR3hamoenG9rDuVn8j","https://api.spotify.com/v1/artists/5a2EaR3hamoenG9rDuVn8j","funk,funk rock,minneapolis sound,synth funk"
"4794","Rick Springfield",472877,66,"spotify:artist:6IFXsrXBpwbIqtOUOiAa3p","https://api.spotify.com/v1/artists/6IFXsrXBpwbIqtOUOiAa3p","album rock,australian rock,classic rock,dance rock,heartland rock,mellow gold,new wave pop,pop rock,soft rock,yacht rock"
"4795","TOTO",1623692,77,"spotify:artist:0PFtn5NtBbbUNbU9EAmIWF","https://api.spotify.com/v1/artists/0PFtn5NtBbbUNbU9EAmIWF","album rock,classic rock,mellow gold,rock,soft rock,yacht rock"
"4796","Joan Jett & The Blackhearts",429555,67,"spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K","https://api.spotify.com/v1/artists/1Fmb52lZ6Jv7FMWXXTPO3K","glam punk,rock"
"4797","Cliff Richard",200157,62,"spotify:artist:2nvKpWcP8etYTq4JrRiUiy","https://api.spotify.com/v1/artists/2nvKpWcP8etYTq4JrRiUiy","adult standards,brill building pop,bubblegum pop,classic uk pop,mellow gold,rock-and-roll,rockabilly,soft rock"
"4798","Ottawan",49133,50,"spotify:artist:4FPjAd9hBB9iaiq8qCkNf7","https://api.spotify.com/v1/artists/4FPjAd9hBB9iaiq8qCkNf7","italian disco,vintage french electronic"
"4799","Olivia Newton-John",758135,70,"spotify:artist:4BoRxUdrcgbbq1rxJvvhg9","https://api.spotify.com/v1/artists/4BoRxUdrcgbbq1rxJvvhg9","adult standards,australian dance,bubblegum pop,disco,mellow gold,new wave pop,soft rock"
"4800","Fleetwood Mac",5334690,87,"spotify:artist:08GQAI4eElDnROBrJRGE0X","https://api.spotify.com/v1/artists/08GQAI4eElDnROBrJRGE0X","album rock,classic rock,mellow gold,rock,soft rock,yacht rock"
"4801","Duran Duran",1693128,72,"spotify:artist:0lZoBs4Pzo7R89JM9lxwoT","https://api.spotify.com/v1/artists/0lZoBs4Pzo7R89JM9lxwoT","dance rock,new romantic,new wave,new wave pop,rock,synthpop"
"4802","The Little Heroes",513,29,"spotify:artist:16uR0wl5ShrtluUW707XPv","https://api.spotify.com/v1/artists/16uR0wl5ShrtluUW707XPv",NA
"4803","Tight Fit",8648,45,"spotify:artist:6NaacjWVEwO2la6AnxH0ZK","https://api.spotify.com/v1/artists/6NaacjWVEwO2la6AnxH0ZK",NA
"4804","John Mellencamp",917571,71,"spotify:artist:3lPQ2Fk5JOwGWAF3ORFCqH","https://api.spotify.com/v1/artists/3lPQ2Fk5JOwGWAF3ORFCqH","album rock,classic rock,country rock,folk rock,heartland rock,mellow gold,pop rock,rock,singer-songwriter,soft rock"
"4805","Olivia Newton-John",758135,70,"spotify:artist:4BoRxUdrcgbbq1rxJvvhg9","https://api.spotify.com/v1/artists/4BoRxUdrcgbbq1rxJvvhg9","adult standards,australian dance,bubblegum pop,disco,mellow gold,new wave pop,soft rock"
"4806","Don McLean",532201,69,"spotify:artist:1gRNBaI4yn6wCCTvRhGWh8","https://api.spotify.com/v1/artists/1gRNBaI4yn6wCCTvRhGWh8","adult standards,classic rock,folk,folk rock,mellow gold,singer-songwriter,soft rock,traditional folk"
"4807","The Quick",32,15,"spotify:artist:5aZETKCwPFImGYeN6c7yV7","https://api.spotify.com/v1/artists/5aZETKCwPFImGYeN6c7yV7",NA
"4808","The Human League",678850,65,"spotify:artist:1aX2dmV8XoHYCOQRxjPESG","https://api.spotify.com/v1/artists/1aX2dmV8XoHYCOQRxjPESG","art rock,dance rock,new romantic,new wave,new wave pop,permanent wave,sophisti-pop,synthpop"
"4809","Dr. Hook",290713,63,"spotify:artist:2Mhi3jfuRSdbVZPdjqsnnN","https://api.spotify.com/v1/artists/2Mhi3jfuRSdbVZPdjqsnnN","bubblegum pop,classic rock,classic uk pop,country rock,folk rock,mellow gold,soft rock"
"4810","Simple Minds",1144473,71,"spotify:artist:6hN9F0iuULZYWXppob22Aj","https://api.spotify.com/v1/artists/6hN9F0iuULZYWXppob22Aj","art rock,dance rock,mellow gold,new romantic,new wave,new wave pop,rock,scottish new wave,soft rock,synthpop"
"4811","The Reels",4490,25,"spotify:artist:3aAUu37qACrKr6h9eQyNVj","https://api.spotify.com/v1/artists/3aAUu37qACrKr6h9eQyNVj","australian alternative rock,australian rock"
"4812","The J. Geils Band",467481,62,"spotify:artist:69Mj3u4FTUrpyeGNSIaU6F","https://api.spotify.com/v1/artists/69Mj3u4FTUrpyeGNSIaU6F","album rock,blues rock,classic rock,country rock,dance rock,folk rock,hard rock,mellow gold,new wave pop,rock,roots rock,soft rock"
"4813","David Bowie",6032982,82,"spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy","https://api.spotify.com/v1/artists/0oSGxfWSnnOXhD2fKuz2Gy","album rock,art rock,classic rock,dance rock,glam rock,permanent wave,rock"
"4814","Loverboy",496621,61,"spotify:artist:2CLVPk9FcywjClBcTvWPkT","https://api.spotify.com/v1/artists/2CLVPk9FcywjClBcTvWPkT","album rock,classic canadian rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,new wave pop,rock,soft rock"
"4815","Cold Chisel",504395,63,"spotify:artist:1VcbchGlIfo3Gylxc3F076","https://api.spotify.com/v1/artists/1VcbchGlIfo3Gylxc3F076","australian pop,australian rock"
"4816","The Stranglers",343392,63,"spotify:artist:0RUEHcBiENFEqxgicqS2ig","https://api.spotify.com/v1/artists/0RUEHcBiENFEqxgicqS2ig","art rock,dance rock,glam rock,new romantic,new wave,new wave pop,post-punk,protopunk,pub rock,punk,rock,ska,synthpop,zolo"
"4817","Daryl Hall & John Oates",1324547,76,"spotify:artist:77tT1kLj6mCWtFNqiOmP9H","https://api.spotify.com/v1/artists/77tT1kLj6mCWtFNqiOmP9H","album rock,classic rock,folk rock,mellow gold,rock,soft rock,yacht rock"
"4818","XTC",198548,56,"spotify:artist:2qT62DYO8Ajb276vUJmvhz","https://api.spotify.com/v1/artists/2qT62DYO8Ajb276vUJmvhz","alternative rock,art pop,art punk,art rock,beatlesque,dance rock,jangle pop,new romantic,new wave,new wave pop,post-punk,power pop,pub rock,zolo"
"4819","Haircut 100",44237,43,"spotify:artist:6imyM8T1Xbe8v2iZe41dR7","https://api.spotify.com/v1/artists/6imyM8T1Xbe8v2iZe41dR7","brit funk,dance rock,new romantic,new wave,new wave pop,sophisti-pop,synthpop"
